"(PDH-CSV 4.0) (Pacific Daylight Time)(420)","\\WIN-N2S56U6S0IO\Processor(_total)\% Idle Time","\\WIN-N2S56U6S0IO\memory\available bytes","\\WIN-N2S56U6S0IO\memory\committed bytes","\\WIN-N2S56U6S0IO\memory\% committed bytes in use","\\WIN-N2S56U6S0IO\memory\page faults/sec","\\WIN-N2S56U6S0IO\memory\free & zero page list bytes"
"05/24/2020 16:46:59.971"," ","7605002240","903180288","8.518375295335047781"," ","7273095168"
"05/24/2020 16:47:00.977","99.953875786169774642","7604834304","903061504","8.5172549608436529667","17.897356868622757986","7272935424"
"05/24/2020 16:47:01.990","99.948502611744942215","7604441088","903061504","8.5172549608436529667","1.9747757938302474834","7272546304"
"05/24/2020 16:47:02.996","99.964373332888129653","7604445184","902832128","8.5150915916345759626","0.99381291829585727271","7272550400"
"05/24/2020 16:47:04.009","99.946963782753613259","7604314112","902774784","8.5145507493323080439","0","7272419328"
"05/24/2020 16:47:05.010","99.978906025745445163","7604314112","902774784","8.5145507493323080439","0","7272419328"
"05/24/2020 16:47:06.011","99.964723326810016601","7604314112","902717440","8.5140099070300365725","0","7272419328"
"05/24/2020 16:47:07.023","99.896573705163532964","7604252672","902717440","8.5140099070300365725","169.91341232265409644","7272288256"
"05/24/2020 16:47:08.035","99.962612115473319818","7604264960","902631424","8.5131986552181651007","0.98835236619957456128","7272300544"
"05/24/2020 16:47:09.036","95.789083536807282826","7569346560","991502336","9.3513876454325828291","23054.154879351419368","7238148096"
"05/24/2020 16:47:10.042","92.155281991964599797","7518748672","1043132416","9.8383385012481205933","23283.308317346065451","7176134656"
"05/24/2020 16:47:11.159","10.696402740608730753","7514169344","1045913600","9.8645693179835962638","1065.7157716367794364","7168790528"
"05/24/2020 16:47:12.536","0","7514169344","1041969152","9.8273671255045034201","74.659229544295286018","7168790528"
"05/24/2020 16:47:13.925","0","7514173440","1041797120","9.8257445985976943348","12.994868975984831039","7168790528"
"05/24/2020 16:47:15.315","0","7514177536","1041162240","9.8197567066689384063","7.1976948374605758119","7168790528"
"05/24/2020 16:47:16.695","0","7514226688","1040490496","9.8134211287399342183","89.133425273616069262","7168790528"
"05/24/2020 16:47:18.053","0","7514222592","1040269312","9.8113350360215019208","3.6808564911352088522","7168790528"
"05/24/2020 16:47:19.270","0","7514222592","1039769600","9.8066219849993050417","12.302654150001012923","7168790528"
"05/24/2020 16:47:20.598","0","7514185728","1038643200","9.795998295255936128","32.416535901125044461","7168790528"
"05/24/2020 16:47:21.815","0","7514185728","1038499840","9.7946462011417949611","1.6428421695242261258","7168790528"
"05/24/2020 16:47:23.021","0","7514189824","1038139392","9.7912466176299499665","3.3098433749016562544","7168790528"
"05/24/2020 16:47:24.379","0","7514189824","1037991936","9.7898558736289515991","5.1607043329273585286","7168790528"
"05/24/2020 16:47:25.596","0","7514148864","1037746176","9.7875379980047085837","54.075994469828302158","7168790528"
"05/24/2020 16:47:26.924","0","7514451968","1034055680","9.7527309576405052383","67.904572045015598292","7168798720"
"05/24/2020 16:47:28.172","0","7514468352","1033347072","9.7460476937112510143","27.210540274880877121","7168823296"
"05/24/2020 16:47:29.501","0","7514501120","1032896512","9.7417982085006773474","3.7683194968178050921","7168876544"
"05/24/2020 16:47:30.738","0","7514533888","1031917568","9.7325652860413693901","10.487899505269645317","7168913408"
"05/24/2020 16:47:32.078","0","7515631616","1031876608","9.73217895015426393","59.053062465656722679","7168962560"
"05/24/2020 16:47:33.316","0","7515820032","1031876608","9.73217895015426393","69.35558260423276522","7168974848"
"05/24/2020 16:47:34.643","0","7514841088","1037385728","9.7841384144928635891","754.90611675313141404","7168008192"
"05/24/2020 16:47:35.892","0","7514238976","1034256384","9.7546238940569161002","631.05849144387866545","7167631360"
"05/24/2020 16:47:37.190","0","7525400576","1021116416","9.6306938467618756761","693.35729773595323877","7176650752"
"05/24/2020 16:47:38.456","0","7527415808","1013399552","9.5579119887104990738","577.13022155020018999","7177535488"
"05/24/2020 16:47:39.765","0","7528177664","1011916800","9.5439273653421370369","89.544096564353722556","7178039296"
"05/24/2020 16:47:41.033","0","7528304640","1011806208","9.5428843073413904818","0","7178194944"
"05/24/2020 16:47:42.331","0","7529472000","1010282496","9.5285133713689891266","59.386155390431191847","7179395072"
"05/24/2020 16:47:43.610","0","7529963520","1010176000","9.5275089399720336303","39.052361640802160991","7179825152"
"05/24/2020 16:47:44.889","0","7530373120","1009295360","9.519203149135970321","8.6109658771689563395","7180296192"
"05/24/2020 16:47:46.187","0","7530463232","1012658176","9.5509196653847858727","82.313099645161315721","7180382208"
"05/24/2020 16:47:47.455","0","7530688512","1011892224","9.5436955591532619536","39.502505446407937484","7180607488"
"05/24/2020 16:47:48.752","0","7530696704","1011834880","9.5431547168509940349","9.2375744808309931955","7180668928"
"05/24/2020 16:47:50.030","0","7534084096","1008349184","9.5102792627900551992","0","7184003072"
"05/24/2020 16:47:51.329","0","7534346240","1008164864","9.5085408560718729376","255.92339697807494758","7184179200"
"05/24/2020 16:47:52.608","0","7534530560","1008164864","9.5085408560718729376","0.78258736844510690123","7184363520"
"05/24/2020 16:47:53.906","0","7534583808","1008107520","9.5080000137696050189","0","7184416768"
"05/24/2020 16:47:55.174","0","7534632960","1008107520","9.5080000137696050189","5.5281739833233949355","7184465920"
"05/24/2020 16:47:56.482","0","7534632960","1008107520","9.5080000137696050189","10.683605777999250819","7184519168"
"05/24/2020 16:47:57.721","0","7534747648","1008078848","9.5077295809769371004","2.4259014467833637241","7184613376"
