iteration,time_sec,hvm_busy_cores,hvm_cores,primary_busy_cores,primary_cores,primary_cores_mask,system_busy_mask_raw,f_min,f_max,f_avg,f_stddev,f_med,pred_peak,upper_bound,cpu_max,overpredicted,safeguard,explore,update_model
60,0.401,1,3,4,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000110000001100001111001100000000000000000000000000,2,6,3.212121,0.856027,3.000000,7,7,6,1,0,0,1
61,0.406,2,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000001111000000000011111100000000000000000000000000,2,5,2.949495,0.770330,3.000000,8,8,5,1,0,0,1
62,0.411,2,3,4,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000110011001100001111001100000000000000000000000011,2,6,3.090909,0.899954,3.000000,7,7,6,1,0,0,1
63,0.416,2,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000000011111100000011001100000000000000000000000000,2,5,2.787879,0.832093,3.000000,8,8,5,1,0,0,1
64,0.421,1,3,3,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000110000110000000011001100000000000000000000000000,2,6,3.040404,0.863622,3.000000,7,7,6,1,0,0,1
65,0.426,2,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000000011001100110011001100000000000000000000000000,2,5,2.989899,0.784895,3.000000,8,8,5,1,0,1,1
66,0.431,1,1,3,10,0000000000000000001111111111111111111100000000000000000000000000,0000000000000000110011000000000011001100000000000000000000000000,2,6,3.484848,0.978183,3.000000,7,7,6,1,0,0,1
67,0.437,3,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000001111111100000011001100000000000000000000000000,2,6,3.101010,0.969171,3.000000,7,7,6,1,0,1,1
68,0.442,1,1,3,10,0000000000000000001111111111111111111100000000000000000000000000,0000000000000000110000000000000011111100000000000000000000000000,2,6,3.494949,0.914239,3.000000,8,8,6,1,0,0,1
69,0.447,2,3,2,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000001111000000000011001100000000000000000000000000,2,5,2.909091,0.779678,3.000000,8,8,5,1,0,0,1
69,0.452,2,3,3,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000001111000011000011001100000000000000000000000000,2,5,3.181818,0.880354,3.000000,8,8,5,1,0,0,1
69,0.457,0,3,4,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000000000001111000011001100000000000000000000000000,2,5,2.888889,0.802633,3.000000,8,8,5,1,0,0,1
69,0.462,1,3,4,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000000011000000110011111100000000000000000000000000,2,6,2.949495,0.914239,3.000000,7,7,6,1,0,0,1
70,0.467,1,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000110000000000110011001100000000000000000000000000,2,4,2.929293,0.699964,3.000000,8,8,4,1,0,0,1
71,0.472,1,3,4,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000001100110000110011001100000000000000000000000000,2,5,3.020202,0.791110,3.000000,8,8,5,1,0,0,1
71,0.477,0,3,4,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000000000111100000011001100000000000000000000000000,2,5,3.222222,0.871033,3.000000,8,8,5,1,0,0,1
71,0.482,1,3,3,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000001100000000000011111100000000000000000000000000,2,6,3.151515,0.880354,3.000000,7,7,6,1,0,0,1
72,0.487,1,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000001100001100000011001100000000000000000000000000,2,6,2.939394,0.862439,3.000000,7,7,6,1,0,0,1
72,0.492,0,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000000000000000110011001100000000000000000000000000,2,5,2.767677,0.722346,3.000000,8,8,5,1,0,0,1
73,0.497,0,3,2,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000000000000000000011001100000000000000000000000000,2,6,3.101010,0.846800,3.000000,7,7,6,1,0,0,1
74,0.503,0,4,2,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000000000000000000011001100000000000000000000000000,2,6,2.787879,0.819864,3.000000,7,7,6,1,0,0,1
74,0.508,1,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000000011000000001111001100000000000000000000000000,2,5,2.898990,0.822597,3.000000,8,8,5,1,0,1,1
75,0.513,1,1,3,10,0000000000000000001111111111111111111100000000000000000000000000,0000000000000000110000001100000011001100000000000000000000000000,2,6,3.414141,0.953570,3.000000,7,7,6,1,0,0,1
76,0.518,0,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000000000000000000011111100000000000000000000110000,2,5,3.020202,0.840632,3.000000,8,8,5,1,0,0,1
77,0.523,0,3,3,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000000000000000110011001100000000000000000000110000,2,5,3.303030,0.892783,3.000000,8,8,5,1,0,0,1
77,0.528,0,3,4,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000000000000011000011111100000000000000000000110000,2,6,3.353535,0.967274,3.000000,7,7,6,1,0,1,1
78,0.533,0,1,4,10,0000000000000000001111111111111111111100000000000000000000000000,0000000000000000000000000011000011111100000000000000000000110011,2,6,3.595960,1.033961,4.000000,8,8,6,1,0,0,1
79,0.538,0,3,4,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000000000110000001111001100000000000000000000110000,2,5,3.202020,0.942593,3.000000,8,8,5,1,0,1,1
80,0.543,1,1,4,10,0000000000000000001111111111111111111100000000000000000000000000,0000000000000000110000110000110011001100000000000000000000110000,2,7,3.575758,1.083307,3.000000,7,7,7,1,0,0,1
81,0.548,3,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111111000000110011001100000000000000000000110000,2,5,2.878788,0.728534,3.000000,8,8,5,1,0,0,1
