iteration,time_sec,hvm_busy_cores,hvm_cores,primary_busy_cores,primary_cores,primary_cores_mask,system_busy_mask_raw,f_min,f_max,f_avg,f_stddev,f_med,pred_peak,upper_bound,cpu_max,overpredicted,safeguard,explore,update_model
0,0.005,1,1,6,10,0000000000000000001111111111111111111100000000000000000000000000,0000000000000000110011000000111111111100000000000000000000000011,2,6,3.363636,0.947666,3.000000,0,10,6,1,0,0,0
0,0.010,1,1,5,10,0000000000000000001111111111111111111100000000000000000000000000,0000000000000000110011000000111111001100000000000000000000000011,2,7,3.434343,1.083966,3.000000,4,6,7,1,0,0,1
0,0.015,1,1,4,10,0000000000000000001111111111111111111100000000000000000000000000,0000000000000000110011000000110011001100000000000000000000000011,2,6,3.474747,0.977974,4.000000,4,5,6,0,0,0,1
0,0.020,0,1,2,10,0000000000000000001111111111111111111100000000000000000000000000,0000000000000000000000000000000011001100000000000000000000000011,2,5,3.363636,0.881396,3.000000,4,4,6,0,0,0,1
0,0.025,1,1,3,10,0000000000000000001111111111111111111100000000000000000000000000,0000000000000000110000000000001111001100000000000000000000000011,2,4,3.244898,0.770121,3.000000,4,4,7,0,0,0,1
0,0.030,0,1,2,10,0000000000000000001111111111111111111100000000000000000000000000,0000000000000000000000000000000011001100000000000000000000000011,2,4,3.265306,0.749844,3.000000,4,4,6,0,0,0,1
0,0.035,1,1,4,10,0000000000000000001111111111111111111100000000000000000000000000,0000000000000000110011000000001111111100000000000000000000110011,2,4,3.272727,0.749656,3.000000,4,5,7,0,0,0,1
0,0.040,0,1,2,10,0000000000000000001111111111111111111100000000000000000000000000,0000000000000000000000000000000011001100000000000000000000110011,2,5,3.414141,0.852922,3.000000,4,4,6,0,0,0,1
0,0.045,0,1,4,10,0000000000000000001111111111111111111100000000000000000000000000,0000000000000000000011001111000011001100000000000000000000110011,2,4,3.252525,0.769933,3.000000,4,5,6,0,0,0,1
0,0.051,0,1,3,10,0000000000000000001111111111111111111100000000000000000000000000,0000000000000000001100000000000011001100000000000000000000110011,2,5,3.414141,1.015139,3.000000,4,4,6,0,0,0,1
