iteration,time_sec,hvm_busy_cores,hvm_cores,primary_busy_cores,primary_cores,primary_cores_mask,system_busy_mask_raw,f_min,f_max,f_avg,f_stddev,f_med,pred_peak,upper_bound,cpu_max,overpredicted,safeguard,explore,update_model
0,0.005,1,1,5,10,0000000000000000001111111111111111111100000000000000000000000000,0000000000000000111100001100111100001100000000000000000000110000,2,6,3.454545,0.987525,3.000000,0,10,6,1,0,1,0
0,0.010,1,1,4,10,0000000000000000001111111111111111111100000000000000000000000000,0000000000000000111111000000110000001100000000000000000000110000,2,6,3.404040,0.983903,3.000000,7,7,6,1,0,1,1
0,0.015,1,1,3,10,0000000000000000001111111111111111111100000000000000000000000000,0000000000000000111100000011000000001100000000000000000000111111,2,7,3.515152,1.018651,3.000000,7,7,7,1,0,1,1
0,0.020,0,1,4,10,0000000000000000001111111111111111111100000000000000000000000000,0000000000000000001111110000000000001100000000000000000000110000,2,8,3.474747,1.183587,3.000000,7,7,8,1,0,0,1
1,0.026,2,4,2,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000001100001111000000001100000000000000000000110000,2,6,2.878788,0.945726,3.000000,7,7,6,1,0,0,1
1,0.031,1,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000001100110000110000001100000000000000000000110000,2,5,2.949495,0.857218,3.000000,8,8,5,1,0,0,1
2,0.036,1,3,3,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000001100001100000011001100000000000000000000110000,2,6,3.090909,0.877219,3.000000,7,7,6,1,0,0,1
3,0.041,2,4,4,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111111000000110011001100000000000000000000110000,2,5,2.828283,0.711243,3.000000,8,8,5,1,0,0,1
4,0.046,0,3,2,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000001100000000000000001100000000000000000000110000,2,7,3.171717,0.888085,3.000000,7,7,7,1,0,0,1
5,0.051,1,4,5,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000001111000011110011001100000000000000000000110000,2,5,2.888889,0.815121,3.000000,8,8,5,1,0,0,1
6,0.056,1,3,3,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000001111000000000000111100000000000000000000110000,2,5,3.080808,0.799959,3.000000,8,8,5,1,0,0,1
6,0.061,2,3,3,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000111100111100000000001100000000000000000000110000,2,6,3.101010,0.915577,3.000000,7,7,6,1,0,0,1
7,0.067,2,4,4,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111100111100001100001100000000000000000000110011,2,5,3.010101,0.784895,3.000000,8,8,5,1,0,0,1
8,0.072,1,3,3,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000111100000000000000111100000000000000000000111111,2,5,3.161616,0.917915,3.000000,8,8,5,1,0,0,1
8,0.077,1,3,3,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000001111000000000000111100000000000000000000111111,2,5,2.898990,0.745288,3.000000,8,8,5,1,0,0,1
8,0.082,0,3,2,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000001100000000000000001100000000000000000000110011,2,5,2.969697,0.881396,3.000000,8,8,5,1,0,0,1
8,0.087,1,3,3,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000001111000000000011001100000000000000000000110011,2,7,3.030303,0.979121,3.000000,7,7,7,1,0,0,1
9,0.092,0,4,2,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000001100000000000000001100000000000000000000110011,2,6,2.969697,0.936947,3.000000,7,7,6,1,0,0,1
9,0.097,1,4,2,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000001100110000000000001100000000000000000000110011,2,5,3.000000,0.963998,3.000000,8,8,5,1,0,0,1
10,0.102,2,3,3,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000111111000000110000001100000000000000000000110011,2,6,3.060606,0.908080,3.000000,7,7,6,1,0,0,1
11,0.107,0,4,4,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000001100000011000011001100000000000000000000110011,2,5,2.898990,0.858645,3.000000,8,8,5,1,0,0,1
12,0.112,0,3,3,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000001100000011000000001100000000000000000000110011,2,6,3.090909,0.817620,3.000000,7,7,6,1,0,0,1
13,0.117,1,4,2,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000001111000000000000001100000000000000000000111100,2,5,2.919192,0.747748,3.000000,8,8,5,1,0,0,1
14,0.122,0,3,2,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000001100000000000000001100000000000000000000111100,2,7,3.151515,1.038293,3.000000,7,7,7,1,0,0,1
15,0.128,4,4,4,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111111111111001100001100000000000000000000110000,2,7,3.292929,1.027427,3.000000,7,7,7,0,0,0,0
15,0.133,4,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111111111100110000001100000000000000000000110000,2,6,3.333333,0.942809,3.000000,7,7,6,1,0,0,1
15,0.138,2,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000001111110000000000111100000000000000000000110000,2,7,3.313131,1.050699,3.000000,7,7,7,0,0,0,0
15,0.143,2,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000001111110000110000001100000000000000000000110000,2,5,2.858586,0.710813,3.000000,8,8,5,1,0,0,1
16,0.148,3,3,4,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000111111110011110000001100000000000000000000110000,2,5,3.434343,0.842814,3.000000,8,8,5,1,0,0,1
16,0.153,3,3,4,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000111111111100001100001100000000000000000000110000,2,7,3.484848,1.067080,3.000000,7,7,7,1,0,1,1
17,0.158,1,1,2,10,0000000000000000001111111111111111111100000000000000000000000000,0000000000000000111100000000000000001100000000000000000000110000,2,7,3.464646,1.241644,3.000000,7,7,7,1,0,0,1
18,0.163,4,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111111111111000000001100000000000000000000110000,2,5,2.888889,0.815121,3.000000,8,8,5,1,0,0,1
19,0.168,3,3,5,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000111111110011110011001100000000000000000000110000,2,6,3.181818,1.057571,3.000000,7,7,6,1,0,0,1
20,0.173,4,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111111111100110000001100000000000000000000110000,2,6,3.242424,0.975362,3.000000,7,7,6,1,0,0,1
20,0.178,4,4,2,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111111111100000000001100000000000000000000110000,2,6,3.080808,0.960606,3.000000,7,7,6,1,0,0,1
20,0.183,3,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000001111111100000011001100000000000000000000110000,2,6,3.080808,0.872437,3.000000,7,7,6,1,0,0,1
20,0.188,4,4,4,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111111111100000011111100000000000000000000110000,2,6,3.040404,0.920246,3.000000,7,7,6,1,0,0,1
20,0.193,3,4,4,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000001111111111110000001100000000000000000000110000,2,6,3.030303,0.904026,3.000000,7,7,6,1,0,0,1
20,0.198,4,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111111111100001100001100000000000000000000110000,2,6,3.131313,0.872086,3.000000,7,7,6,1,0,0,1
20,0.203,3,4,2,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000001111111100000000001100000000000000000000110011,2,6,3.444444,0.997190,4.000000,8,8,6,1,0,0,1
21,0.208,3,3,4,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000111111110000110000111100000000000000000000111111,2,7,3.323232,1.013328,3.000000,7,7,7,1,0,0,1
22,0.214,3,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000001111111100000011001100000000000000000000110011,2,5,3.303030,0.809721,3.000000,8,8,5,1,0,1,1
23,0.219,1,1,3,10,0000000000000000001111111111111111111100000000000000000000000000,0000000000000000111100000000110000001100000000000000000000111111,2,6,3.535354,1.018150,4.000000,8,8,6,1,0,0,1
24,0.224,3,3,4,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000111111110011000000111100000000000000000000111100,2,6,3.313131,0.949710,3.000000,7,7,6,1,0,0,1
25,0.229,4,4,4,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111111111100000011111100000000000000000000110000,2,6,3.171717,0.853281,3.000000,7,7,6,1,0,0,1
25,0.234,3,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000001111111100000011001100000000000000000000110000,2,6,3.141414,0.876288,3.000000,7,7,6,1,0,0,1
25,0.239,4,4,4,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111111111100110011001100000000000000000000110000,2,6,3.000000,0.864566,3.000000,7,7,6,1,0,0,1
25,0.244,3,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000001111111100000011001100000000000000000000110000,2,6,3.141414,0.910213,3.000000,7,7,6,1,0,0,1
25,0.249,4,4,2,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111111111100000000001100000000000000000000110000,2,5,3.272727,0.801743,3.000000,8,8,5,1,0,1,1
26,0.254,1,1,6,10,0000000000000000001111111111111111111100000000000000000000000000,0000000000000000111100000000111111111100000000000000000000110011,2,7,3.464646,0.956774,3.000000,7,7,7,1,0,0,1
